,UTCtimestamps,timestamp,open,high,low,close,volume,vwap
61,1.10101E+12,2004-11-21 00:00:00-05:00,23.95,24.12,23.15,23.21,225486024,23.59279
62,1.10162E+12,2004-11-28 00:00:00-05:00,23.3,24.501,22.35,23.91,493720420,23.28587
63,1.10222E+12,2004-12-05 00:00:00-05:00,23.92,24.25,22.5,22.56,397303828,23.2046
64,1.10283E+12,2004-12-12 00:00:00-05:00,22.66,23.46,22.44,22.77,359351982,22.98261
65,1.10283E+12,2004-12-12 00:00:00-05:00,22.66,23.46,22.44,22.77,359351982,22.98261
66,1.10343E+12,2004-12-19 00:00:00-05:00,22.81,23.81,22.659,23.54,208901912,23.28226
67,1.10404E+12,2004-12-26 00:00:00-05:00,23.66,23.7,23.13,23.39,193731200,23.38857
68,1.10464E+12,2005-01-02 00:00:00-05:00,23.64,23.79,22.349,22.8,378085693,22.78998
69,1.10525E+12,2005-01-09 00:00:00-05:00,22.92,23.33,22.4,23.02,468970608,22.95045
70,1.10585E+12,2005-01-16 00:00:00-05:00,22.87,22.97,22.38,22.4,285168671,22.65886
71,1.10646E+12,2005-01-23 00:00:00-05:00,22.49,22.59,21.89,22.24,407057454,22.33107
72,1.10706E+12,2005-01-30 00:00:00-05:00,22.45,23.02,22.1699,23,330456882,22.54932
73,1.10767E+12,2005-02-06 00:00:00-05:00,22.93,24.34,22.88,24.17,385773569,23.44893
74,1.10827E+12,2005-02-13 00:00:00-05:00,24.04,24.63,23.55,24.02,363911226,24.16775
75,1.10888E+12,2005-02-20 00:00:00-05:00,23.77,24.41,23.05,24.09,324399637,23.64326
76,1.10948E+12,2005-02-27 00:00:00-05:00,24.16,25.01,23.86,24.68,394436722,24.49816
77,1.11009E+12,2005-03-06 00:00:00-05:00,24.68,25.47,24,24.2,405176218,24.85824
78,1.11069E+12,2005-03-13 00:00:00-05:00,24.25,24.43,23.35,23.41,266112153,23.76075
79,1.11129E+12,2005-03-20 00:00:00-05:00,23.46,23.661,22.96,23.18,178074192,23.3759
80,1.1119E+12,2005-03-27 00:00:00-05:00,23.34,23.65,22.9,23.01,269717451,23.27653
81,1.1125E+12,2005-04-03 00:00:00-05:00,23.1,23.7001,22.65,23.29,262097142,23.17839
82,1.11311E+12,2005-04-10 00:00:00-04:00,23.3,23.34,21.94,22.12,341716815,22.68845
83,1.11371E+12,2005-04-17 00:00:00-04:00,22.23,23.44,22.1,23.24,405832988,22.92245
84,1.11432E+12,2005-04-24 00:00:00-04:00,23.33,23.9,23.0599,23.52,295649310,23.39514
85,1.11492E+12,2005-05-01 00:00:00-04:00,23.5,24.501,23.3499,24.49,290090059,23.99202
86,1.11552E+12,2005-05-08 00:00:00-04:00,24.41,25.301,24.05,25.12,326763768,24.77945
87,1.11613E+12,2005-05-15 00:00:00-04:00,25.07,26.39,25,26.35,282784889,25.72969
88,1.11673E+12,2005-05-22 00:00:00-04:00,26.5,27.4,26.21,27.39,332593448,26.89855
89,1.11734E+12,2005-05-29 00:00:00-04:00,27.26,28,26.78,27.33,250464416,27.34771
90,1.11794E+12,2005-06-05 00:00:00-04:00,27.4,27.74,26.79,26.98,302107005,27.19934
91,1.11855E+12,2005-06-12 00:00:00-04:00,26.91,27.61,26.25,27.12,261555750,26.95993
92,1.11915E+12,2005-06-19 00:00:00-04:00,26.92,27.53,26.05,26.1,249291657,26.90548
93,1.11976E+12,2005-06-26 00:00:00-04:00,26.15,26.49,25.73,26.21,212914533,26.18306
94,1.12036E+12,2005-07-03 00:00:00-04:00,26.13,27.28,26.08,27.28,180035484,26.67482
95,1.12097E+12,2005-07-10 00:00:00-04:00,27.39,28.33,27.34,28.3,243462102,27.78085
96,1.12157E+12,2005-07-17 00:00:00-04:00,28.21,28.84,26.75,26.75,372754573,27.56352
97,1.12218E+12,2005-07-24 00:00:00-04:00,26.85,27.43,26.43,27.14,246915999,26.94911
98,1.12278E+12,2005-07-31 00:00:00-04:00,27.24,27.66,26.63,26.77,201476405,27.26981
99,1.12339E+12,2005-08-07 00:00:00-04:00,26.87,27.42,26,26.31,259162922,26.74289
100,1.12399E+12,2005-08-14 00:00:00-04:00,26.25,26.67,25.61,25.65,215366636,26.07562
101,1.1246E+12,2005-08-21 00:00:00-04:00,25.75,26.28,25.31,25.41,202275511,25.77371
102,1.1252E+12,2005-08-28 00:00:00-04:00,25.36,25.83,25.2,25.28,203438473,25.51448
103,1.12581E+12,2005-09-04 00:00:00-04:00,25.48,26.12,25.189,25.25,227927530,25.58171
104,1.12641E+12,2005-09-11 00:00:00-04:00,25.32,25.32,24.33,24.81,291244546,24.82943
105,1.12702E+12,2005-09-18 00:00:00-04:00,24.8,25.05,24.3099,24.38,212978353,24.61432
106,1.12762E+12,2005-09-25 00:00:00-04:00,24.46,24.68,23.8,24.65,271232526,24.19719
107,1.12823E+12,2005-10-02 00:00:00-04:00,24.74,24.96,23.499,23.82,240427279,24.33829
108,1.12883E+12,2005-10-09 00:00:00-04:00,23.85,23.89,22.79,23.23,269668598,23.22199
109,1.12944E+12,2005-10-16 00:00:00-04:00,23.18,23.99,22.75,23.15,341624350,23.48895
110,1.13004E+12,2005-10-23 00:00:00-04:00,23.26,23.37,22.7799,23.33,257715989,23.07268
111,1.13064E+12,2005-10-30 00:00:00-04:00,23.44,24.01,22.53,23.99,308684488,23.35242
112,1.13125E+12,2005-11-06 00:00:00-05:00,24.08,25.45,23.95,25.13,252277539,24.81931
113,1.13186E+12,2005-11-13 00:00:00-05:00,25.2,25.41,24.5,25.3,197053240,25.11888
114,1.13246E+12,2005-11-20 00:00:00-05:00,25.33,27.15,25.06,26.81,247131250,26.25632
115,1.13307E+12,2005-11-27 00:00:00-05:00,26.94,27.4901,26.62,27.43,286558609,27.00302
116,1.13367E+12,2005-12-04 00:00:00-05:00,27.28,27.28,25.17,26.08,348792089,26.15597
117,1.13428E+12,2005-12-11 00:00:00-05:00,26.19,26.9001,26.12,26.38,370993103,26.61756
118,1.13428E+12,2005-12-11 00:00:00-05:00,26.19,26.9001,26.12,26.38,370993103,26.61756
119,1.13488E+12,2005-12-18 00:00:00-05:00,26.37,26.45,25.6,25.97,168740401,26.00786
120,1.13549E+12,2005-12-25 00:00:00-05:00,26.03,26.1001,24.87,24.96,114281669,25.34705
121,1.13609E+12,2006-01-01 00:00:00-05:00,25.19,26.63,24.9,26.31,202890084,25.88642
122,1.1367E+12,2006-01-08 00:00:00-05:00,26.39,26.52,25.5401,25.79,239770570,26.1183
123,1.1373E+12,2006-01-15 00:00:00-05:00,25.59,25.75,21.749,21.7599,721828467,22.81425
124,1.13791E+12,2006-01-22 00:00:00-05:00,21.92,21.93,21.099,21.67,549738827,21.43765
125,1.13851E+12,2006-01-29 00:00:00-05:00,21.83,21.9301,20.73,20.74,400357807,21.30294
126,1.13912E+12,2006-02-05 00:00:00-05:00,20.85,21.34,20.5,21.29,404628229,20.84467
127,1.13972E+12,2006-02-12 00:00:00-05:00,21.18,21.4701,20.56,20.61,380673883,21.13059
128,1.14033E+12,2006-02-19 00:00:00-05:00,20.66,20.745,19.88,20.36,364004191,20.29605
129,1.14093E+12,2006-02-26 00:00:00-05:00,20.47,21.01,19.86,20.32,550216365,20.49628
130,1.14153E+12,2006-03-05 00:00:00-05:00,20.43,20.56,19.73,19.85,386407255,20.06837
131,1.14214E+12,2006-03-12 00:00:00-05:00,19.95,20.5,19.399,19.54,396486490,19.75222
132,1.14274E+12,2006-03-19 00:00:00-05:00,19.45,20.32,19.31,19.6,412417822,19.81504
133,1.14335E+12,2006-03-26 00:00:00-05:00,19.62,20.03,19.35,19.46,374010925,19.70823
134,1.14395E+12,2006-04-02 00:00:00-05:00,19.68,19.7,19.24,19.24,320308494,19.41566
135,1.14456E+12,2006-04-09 00:00:00-04:00,19.3,19.59,19.1,19.45,233822404,19.30919
136,1.14516E+12,2006-04-16 00:00:00-04:00,19.41,20,18.6,19.06,477069376,19.37519
137,1.14576E+12,2006-04-23 00:00:00-04:00,19.07,20.27,18.75,19.98,467448830,19.49918
138,1.14637E+12,2006-04-30 00:00:00-04:00,20.06,20.16,19.12,19.51,292130224,19.48786
139,1.14697E+12,2006-05-07 00:00:00-04:00,19.64,21,19.03,19.04,352472738,19.69998
140,1.14758E+12,2006-05-14 00:00:00-04:00,19.06,19.3501,17.94,18.36,477819434,18.6095
141,1.14818E+12,2006-05-21 00:00:00-04:00,18.13,18.45,17.7399,18.22,412224300,18.03341
142,1.14879E+12,2006-05-28 00:00:00-04:00,18.21,18.31,17.77,18.23,289585450,18.00902
143,1.14939E+12,2006-06-04 00:00:00-04:00,18.26,18.35,17.05,17.16,452929764,17.47574
144,1.15E+12,2006-06-11 00:00:00-04:00,17.25,18.47,16.75,18.3,453518401,17.60121
145,1.1506E+12,2006-06-18 00:00:00-04:00,18.51,18.64,18,18,262097811,18.31996
146,1.15121E+12,2006-06-25 00:00:00-04:00,18.15,19.36,18.05,19,292956095,18.65354
147,1.15181E+12,2006-07-02 00:00:00-04:00,19.27,19.39,18.5,18.56,169261794,18.8918
148,1.15242E+12,2006-07-09 00:00:00-04:00,18.64,18.72,17.68,17.88,341094824,18.10157
149,1.15302E+12,2006-07-16 00:00:00-04:00,17.84,18.64,16.84,17.15,437721336,17.73006
150,1.15363E+12,2006-07-23 00:00:00-04:00,17.18,18.26,17.15,18.18,282117951,17.61518
151,1.15423E+12,2006-07-30 00:00:00-04:00,18.08,18.16,17.22,17.49,236885585,17.61897
152,1.15484E+12,2006-08-06 00:00:00-04:00,17.38,17.83,17.26,17.41,233103103,17.52545
153,1.15544E+12,2006-08-13 00:00:00-04:00,17.54,18.7001,17.53,18.4,305654265,18.2723
154,1.15605E+12,2006-08-20 00:00:00-04:00,18.3,19,18.075,18.9,295183511,18.39649
155,1.15665E+12,2006-08-27 00:00:00-04:00,19.06,20,19.02,19.88,328353647,19.57535
156,1.15726E+12,2006-09-03 00:00:00-04:00,19.95,20.02,19.06,19.45,281533828,19.50388
157,1.15786E+12,2006-09-10 00:00:00-04:00,19.25,19.99,19.12,19.51,304686206,19.6557
158,1.15847E+12,2006-09-17 00:00:00-04:00,19.46,19.75,19.03,19.07,284763411,19.42427
159,1.15907E+12,2006-09-24 00:00:00-04:00,19.17,20.95,19.0299,20.57,455350834,20.26199
160,1.15968E+12,2006-10-01 00:00:00-04:00,20.56,20.98,20.17,20.63,328802986,20.62441
161,1.16028E+12,2006-10-08 00:00:00-04:00,20.52,21.85,20.42,21.6,388240214,21.10512
162,1.16088E+12,2006-10-15 00:00:00-04:00,21.93,22.03,20.63,21.33,460865982,21.24004
163,1.16149E+12,2006-10-22 00:00:00-04:00,21.25,21.84,20.8999,21.11,313625165,21.52359
164,1.16209E+12,2006-10-29 00:00:00-04:00,21.02,21.43,20.35,20.51,270825865,20.97578
165,1.1627E+12,2006-11-05 00:00:00-05:00,20.42,21.17,20.32,20.58,233837402,20.70243
166,1.16331E+12,2006-11-12 00:00:00-05:00,20.61,22.5,20.58,22.1,346910997,21.83692
167,1.16391E+12,2006-11-19 00:00:00-05:00,21.87,22.35,21.38,21.59,218078285,21.87498
168,1.16452E+12,2006-11-26 00:00:00-05:00,21.46,21.49,20.6,20.93,274552877,21.09619
169,1.16512E+12,2006-12-03 00:00:00-05:00,21.09,21.45,20.54,20.68,241065298,20.99771
170,1.16573E+12,2006-12-10 00:00:00-05:00,20.62,21.2,20.41,20.96,262836881,20.84574
171,1.16573E+12,2006-12-10 00:00:00-05:00,20.62,21.2,20.41,20.96,262836881,20.84574
172,1.16633E+12,2006-12-17 00:00:00-05:00,21.05,21.3001,20.08,20.08,212611905,20.5935
173,1.16694E+12,2006-12-24 00:00:00-05:00,20.03,20.53,20.03,20.25,130416554,20.3508
174,1.16754E+12,2006-12-31 00:00:00-05:00,20.45,21.33,20.14,21.1,223766419,20.87073
175,1.16815E+12,2007-01-07 00:00:00-05:00,21.25,22.15,20.86,22.13,373679658,21.54542
176,1.16875E+12,2007-01-14 00:00:00-05:00,22.1,22.3,20.5,20.82,491406878,21.22921
177,1.16936E+12,2007-01-21 00:00:00-05:00,20.92,21.04,20.46,20.53,319294336,20.73298
178,1.16996E+12,2007-01-28 00:00:00-05:00,20.8,21.25,20.69,21.23,315037225,20.96148
179,1.17057E+12,2007-02-04 00:00:00-05:00,21.22,21.67,20.92,21.03,298607943,21.29834
180,1.17117E+12,2007-02-11 00:00:00-05:00,20.93,21.4,20.7,21.23,253431113,21.06279
181,1.17177E+12,2007-02-18 00:00:00-05:00,21.06,21.32,20.73,20.76,245608298,20.92153
182,1.17238E+12,2007-02-25 00:00:00-05:00,20.81,21,19.2,19.22,478024474,19.9687
183,1.17298E+12,2007-03-04 00:00:00-05:00,18.98,19.46,18.9,19.1,320583508,19.24861
184,1.17359E+12,2007-03-11 00:00:00-05:00,19.11,19.64,18.9599,19.15,312814231,19.2221
185,1.17419E+12,2007-03-18 00:00:00-04:00,19.2,19.36,18.91,19.27,273235671,19.13068
186,1.1748E+12,2007-03-25 00:00:00-04:00,19.26,19.34,18.75,19.13,272050189,19.03845
187,1.1754E+12,2007-04-01 00:00:00-04:00,19.15,19.58,19.03,19.58,193417684,19.30539
188,1.176E+12,2007-04-08 00:00:00-04:00,19.88,20.74,19.85,20.46,411884391,20.36432
189,1.17661E+12,2007-04-15 00:00:00-04:00,20.41,22.2,20.385,22.16,492648945,21.36609
190,1.17721E+12,2007-04-22 00:00:00-04:00,22.03,22.3,21.74,21.89,321714910,22.00318
191,1.17782E+12,2007-04-29 00:00:00-04:00,21.78,22.13,21.45,21.9,314196106,21.8225
192,1.17842E+12,2007-05-06 00:00:00-04:00,21.92,22.7,21.8,22.28,271586492,22.22195
193,1.17903E+12,2007-05-13 00:00:00-04:00,22.36,22.75,21.9,22.7,295558722,22.28151
194,1.17963E+12,2007-05-20 00:00:00-04:00,22.7,23.14,21.82,22.16,306292135,22.57715
195,1.18024E+12,2007-05-27 00:00:00-04:00,22.165,22.6,21.85,22.36,205184744,22.20676
196,1.18084E+12,2007-06-03 00:00:00-04:00,22.24,22.54,21.29,21.83,299531953,21.7789
197,1.18145E+12,2007-06-10 00:00:00-04:00,21.75,24.25,21.69,24.25,419812998,23.10325
198,1.18205E+12,2007-06-17 00:00:00-04:00,24.18,24.45,23.69,23.72,315442860,24.085
199,1.18266E+12,2007-06-24 00:00:00-04:00,23.75,24.215,23.28,23.7399,248473194,23.73276
200,1.18326E+12,2007-07-01 00:00:00-04:00,23.89,24.85,23.86,24.68,166219746,24.47724
201,1.18387E+12,2007-07-08 00:00:00-04:00,24.81,26,24.45,25.97,396184612,25.22651
202,1.18447E+12,2007-07-15 00:00:00-04:00,25.93,26.52,24.48,24.54,464727102,25.41989
203,1.18508E+12,2007-07-22 00:00:00-04:00,24.62,24.97,23.53,23.54,343480188,24.29491
204,1.18568E+12,2007-07-29 00:00:00-04:00,23.62,24.49,23.22,23.9101,375504394,23.89867
205,1.18629E+12,2007-08-05 00:00:00-04:00,24.05,24.77,23.5,23.98,340279592,24.17954
206,1.18689E+12,2007-08-12 00:00:00-04:00,24.2,24.38,22.09,23.7,382201445,23.53195
207,1.1875E+12,2007-08-19 00:00:00-04:00,23.82,24.88,23.66,24.79,256599184,24.11646
208,1.1881E+12,2007-08-26 00:00:00-04:00,24.71,25.8,23.93,25.708,309903909,24.9245
209,1.18871E+12,2007-09-02 00:00:00-04:00,25.87,26.43,25.26,25.49,252765446,25.92094
210,1.18931E+12,2007-09-09 00:00:00-04:00,25.92,26.22,24.6,24.93,362159426,25.46646
211,1.18992E+12,2007-09-16 00:00:00-04:00,24.87,26.05,24.76,25.86,309885306,25.54358
212,1.19052E+12,2007-09-23 00:00:00-04:00,25.98,27.71,25.67,25.86,261254220,25.94847
213,1.19112E+12,2007-09-30 00:00:00-04:00,26.04,26.58,25.37,25.54,293371980,25.91332
214,1.19173E+12,2007-10-07 00:00:00-04:00,25.5,26.18,25.16,25.55,256762058,25.68979
215,1.19233E+12,2007-10-14 00:00:00-04:00,25.67,26.98,25.27,26.3,517425356,26.33241
216,1.19294E+12,2007-10-21 00:00:00-04:00,25.95,26.82,25.46,25.94,339228325,26.09707
217,1.19354E+12,2007-10-28 00:00:00-04:00,26.02,27.08,26,26.8,304710589,26.60049
218,1.19415E+12,2007-11-04 00:00:00-04:00,26.48,27.54,25,25.15,359305205,26.47626
219,1.19476E+12,2007-11-11 00:00:00-05:00,25.41,26.52,25.1,25.51,345489501,25.62323
220,1.19536E+12,2007-11-18 00:00:00-05:00,25.45,25.75,24.54,25.07,233169738,25.12866
221,1.19597E+12,2007-11-25 00:00:00-05:00,25.04,26.66,24.32,26.08,284999367,25.62096
222,1.19657E+12,2007-12-02 00:00:00-05:00,26.03,27.99,25.83,27.73,277178016,27.11014
223,1.19718E+12,2007-12-09 00:00:00-05:00,27.56,27.88,26.19,26.29,291836536,27.13738
224,1.19718E+12,2007-12-09 00:00:00-05:00,27.56,27.88,26.19,26.29,291836536,27.13738
225,1.19778E+12,2007-12-16 00:00:00-05:00,26.23,26.9625,25.38,26.96,242001274,26.18501
226,1.19839E+12,2007-12-23 00:00:00-05:00,26.8,27.47,26.65,26.76,108812779,27.07154
227,1.19899E+12,2007-12-30 00:00:00-05:00,26.63,27,22.35,22.67,367210987,24.14465
228,1.1996E+12,2008-01-06 00:00:00-05:00,22.8,23.13,21.77,21.99,422943074,22.52291
229,1.2002E+12,2008-01-13 00:00:00-05:00,22.89,23.2,18.95,19,831899731,20.37109
230,1.20081E+12,2008-01-20 00:00:00-05:00,18.2,21.28,18.05,20,516056624,19.50779
231,1.20141E+12,2008-01-27 00:00:00-05:00,19.88,21.82,19.62,21.7699,409900360,20.74891
232,1.20201E+12,2008-02-03 00:00:00-05:00,21.74,21.75,19.5,20.27,355744753,20.41122
233,1.20262E+12,2008-02-10 00:00:00-05:00,20.4,21.28,19.98,20.11,311109407,20.61376
234,1.20322E+12,2008-02-17 00:00:00-05:00,20.4,20.99,19.51,19.82,350911534,20.15882
235,1.20383E+12,2008-02-24 00:00:00-05:00,19.75,20.89,19.5175,19.9699,377816351,20.2836
236,1.20443E+12,2008-03-02 00:00:00-05:00,20.06,20.39,19.44,20.07,401372292,19.949
237,1.20504E+12,2008-03-09 00:00:00-05:00,20.11,21.49,19.97,20.66,345446392,20.8437
238,1.20564E+12,2008-03-16 00:00:00-04:00,20.17,21.76,20.17,21.75,276896010,21.28532
239,1.20624E+12,2008-03-23 00:00:00-04:00,21.76,22.45,20.73,20.79,284879196,21.70588
240,1.20685E+12,2008-03-30 00:00:00-04:00,20.71,22.18,20.67,21.87,234052610,21.6913
241,1.20745E+12,2008-04-06 00:00:00-04:00,21.92,22.44,20.77,21.24,297407997,21.55627
242,1.20806E+12,2008-04-13 00:00:00-04:00,21.12,22.63,20.5,22.55,388437133,21.75557
243,1.20866E+12,2008-04-20 00:00:00-04:00,22.5,23.02,21.87,22.56,265001665,22.38496
244,1.20927E+12,2008-04-27 00:00:00-04:00,22.43,23.66,22.14,23.58,275451109,22.88989
245,1.20987E+12,2008-05-04 00:00:00-04:00,23.38,23.89,23.08,23.37,229033807,23.38274
246,1.21048E+12,2008-05-11 00:00:00-04:00,23.36,25,23.2,25,270615309,24.26208
247,1.21108E+12,2008-05-18 00:00:00-04:00,25.2,25.29,23.08,23.41,299880641,24.07713
248,1.21169E+12,2008-05-25 00:00:00-04:00,23.29,23.81,22.8,23.18,213521591,23.32961
249,1.21229E+12,2008-06-01 00:00:00-04:00,23.05,24,22.81,22.902,296025610,23.33545
250,1.2129E+12,2008-06-08 00:00:00-04:00,23.08,23.1,21.79,22.66,276875677,22.41854
251,1.2135E+12,2008-06-15 00:00:00-04:00,22.45,23.1,22.14,22.37,249859776,22.63957
252,1.21411E+12,2008-06-22 00:00:00-04:00,22.5,23,21.22,21.49,263676412,22.20453
253,1.21471E+12,2008-06-29 00:00:00-04:00,21.41,21.9,20.26,20.66,206295585,21.28006
254,1.21532E+12,2008-07-06 00:00:00-04:00,20.78,21.26,19.71,20.64,342082849,20.43293
255,1.21592E+12,2008-07-13 00:00:00-04:00,21.02,22.4,20.22,22.09,384997804,21.14611
256,1.21653E+12,2008-07-20 00:00:00-04:00,22.2,22.62,21.56,22.01,281380667,21.98328
257,1.21713E+12,2008-07-27 00:00:00-04:00,21.87,22.6,21.61,22.35,257394547,22.16246
258,1.21774E+12,2008-08-03 00:00:00-04:00,22.4,24.3,22.17,24.23,328959377,23.33315
259,1.21834E+12,2008-08-10 00:00:00-04:00,24.1,24.75,23.76,24.26,243493457,24.31199
260,1.21895E+12,2008-08-17 00:00:00-04:00,24.3,24.38,22.8,23.49,266483716,23.4977
261,1.21955E+12,2008-08-24 00:00:00-04:00,23.27,23.71,22.65,22.87,204881224,23.17668
262,1.22016E+12,2008-08-31 00:00:00-04:00,23.27,23.48,20.15,20.61,273209354,21.38347
263,1.22076E+12,2008-09-07 00:00:00-04:00,20.98,21.1,19.58,20.16,347396638,20.29466
264,1.22136E+12,2008-09-14 00:00:00-04:00,19.46,20.22,17.91,19.23,505993028,19.16418
265,1.22197E+12,2008-09-21 00:00:00-04:00,19.14,19.51,18.19,19.2,319535497,18.8016
266,1.22257E+12,2008-09-28 00:00:00-04:00,18.76,19,17.13,17.31,415781176,18.01093
267,1.22318E+12,2008-10-05 00:00:00-04:00,16.97,17.42,14.26,15.19,598441307,16.14263
